song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Una Vaina Loca,Fuego,spotify:track:3zb856RMKFjdvWre0TKcmA,0.8,0.669,-12.898,0.0546,0.19,2.35e-05,0.0609,0.721,117.015,188238
Oye niña,Xriz,spotify:track:0OAU6Sht5HOWhkoZ8aLEuU,0.752,0.844,-4.651,0.0482,0.0662,0.0,0.0792,0.614,129.967,221078
Fanática Sensual,Plan B,spotify:track:5ZFpEsxK5VlLkJi3v7ar2Y,0.793,0.853,-3.655,0.0477,0.0937,0.0,0.085,0.906,164.022,240320
Pégate Más (Juan Magan Remix) (feat. Juan Magán),"Dyland & Lenny, Juan Magán",spotify:track:7tV68k39aBNLAqdajPfUIE,0.675,0.858,-6.958,0.0902,0.0117,6.43e-06,0.217,0.805,132.023,192027
La Rosa Negra (feat. Carnal),"Musicologo Y Menes, Carnal",spotify:track:3svvCaJ1gVAQjhWI6mMmO6,0.742,0.77,-6.696,0.0838,0.182,0.0,0.23,0.687,178.041,212080
Lady - Spanglish Radio Edit,Crossfire,spotify:track:3fIptKXbLYHG7bs6EJUQH3,0.734,0.941,-3.206,0.0692,0.0577,0.0,0.331,0.948,128.974,213944
Ahora pide mas,"Rivero, Capitan Kidd",spotify:track:76temC5Qb1fBXMsvICfPpH,0.695,0.78,-5.029,0.0508,0.0256,1.01e-06,0.175,0.788,127.955,180828
Obsesión (Tropical Family) [Spanish Version],"Lucenzo, Kenza Farah",spotify:track:6X4rwISPth4Dp8X7zZ65c4,0.754,0.831,-2.101,0.0345,0.026,0.0,0.109,0.914,130.084,194423
La Cazadora,Miguel Sáez,spotify:track:5yPqtKdBQ2sdCpyWp8vmHm,0.732,0.845,-4.684,0.133,0.0435,0.0,0.144,0.928,127.95,193747
Adrenalina (feat. Jennifer Lopez & Ricky Martin),"Wisin, Jennifer Lopez, Ricky Martin",spotify:track:2eqDUxbd0JPEhNrJdPlHLs,0.685,0.944,-2.793,0.145,0.0856,0.0,0.0927,0.757,124.987,235547
El Teke Teke,Los Teke Teke,spotify:track:6Ah5uf9j6dnFJrjcv9pYNH,0.9,0.907,-0.121,0.24,0.247,0.0,0.0689,0.706,140.942,180041
A Lo Loco,Dkuba,spotify:track:1OSHPGCyJC46owgbHeK3Fi,0.705,0.915,-2.968,0.0423,0.129,0.0,0.804,0.962,130.027,205880
Gol,Cali Y El Dandee,spotify:track:4uHs0TfECKllxN8zeLWqJu,0.696,0.746,-4.74,0.0566,0.159,0.0,0.168,0.513,126.088,222680
Angelito Sin Alas,DCS,spotify:track:1cxPnPxqSth7Tf5ez2T9ov,0.693,0.739,-5.885,0.0673,0.233,0.0,0.128,0.849,120.073,195136
Quiero Bailar Contigo (feat. Buxxi),Buxxi,spotify:track:5HQygdIazkGiCTTTA80A22,0.696,0.842,-5.525,0.0299,0.0798,0.0,0.283,0.563,127.016,217525
Ponme to Eso Pa Lante,El Chuape,spotify:track:7HNX5ap83jCLeWODW6CU2m,0.923,0.928,-1.624,0.0977,0.384,0.0148,0.321,0.562,113.017,167787
Travesuras,Nicky Jam,spotify:track:1PtL0YQRtq3qxDGUSwZPJ5,0.77,0.79,-5.453,0.0814,0.139,0.0,0.0829,0.872,93.97,195453
Rompe La Cintura,Alexis y Fido,spotify:track:1ezgTiY0CbnlH9IRHwNXdz,0.887,0.781,-5.868,0.14,0.0915,0.0,0.0505,0.935,116.019,237160
Mi cama huele a ti,"Tito ""El Bambino""",spotify:track:74yijcLdfPlJlHjzq1IF6b,0.737,0.844,-5.848,0.0409,0.0693,0.0,0.17,0.69,95.013,225573
La Mujer del Pelotero,Insurrecto,spotify:track:6NQU0E3IXtAmQaFAZMy5Cm,0.724,0.894,-4.093,0.0608,0.0202,0.0,0.278,0.963,152.048,227413
Candy,Plan B,spotify:track:2ctjDCCg1wHoQSjIJ8p6U4,0.897,0.864,-3.735,0.147,0.252,0.0,0.517,0.542,95.981,207627
Ella Y Yo - Featuring Don Omar,"Aventura, Don Omar",spotify:track:6G4U9avyBNEfP0fAIduev3,0.732,0.708,-7.905,0.262,0.534,0.0,0.237,0.717,175.924,267787
6 AM,"J Balvin, Farruko",spotify:track:3uvypVUsiIr1B0BccIcsEh,0.746,0.746,-5.046,0.102,0.152,0.0,0.274,0.733,175.965,243227
Es un Secreto,Plan B,spotify:track:3KZCP2StVGdWkOKyRZNWA4,0.841,0.774,-4.963,0.0421,0.117,2.66e-06,0.0674,0.494,95.006,192120
Menea Tu Chapa,Wilo D New,spotify:track:7G6dxux3uUjSfQY7MP9J5W,0.873,0.924,-1.781,0.0539,0.0798,0.44,0.0393,0.725,129.99,175334
Pasarela,Ñejo & Dalmata,spotify:track:1MfqPCs3Y722VK6zkWZ98Z,0.798,0.821,-6.143,0.0596,0.0985,5.84e-06,0.178,0.525,95.004,227467
Bandida (feat. Maluma),"Danny Romero, Maluma",spotify:track:0Ny2pMza3RVfv9DDzg7NSq,0.689,0.86,-4.866,0.0474,0.0236,0.0,0.111,0.696,106.047,192573
Toca Toca,Charly Rodriguez,spotify:track:0PLV8q3j07NRu1FGSVu9zm,0.901,0.78,-3.944,0.26,0.105,0.0,0.109,0.964,128.002,215374
Pegadito Suavecito,"Elvis Crespo, Fito Blanko",spotify:track:7FFpxe3RMrRhG63dFtgRed,0.777,0.892,-3.54,0.0303,0.186,8.93e-06,0.0747,0.821,115.02,226120
Una En Un Millón,Alexis y Fido,spotify:track:6thg9w8KTc9RvMWK8jnxNW,0.865,0.699,-4.921,0.0668,0.334,0.0,0.104,0.536,95.016,208840
Yo Soy Tu Gatita,Ritmos Latinos,spotify:track:6pbvHpoZ7GFHzU8XWWOMMP,0.752,0.645,-10.068,0.0554,0.0692,0.000101,0.0519,0.682,96.012,167850
"Tu Si Quieres, Tu No Quieres",Omega,spotify:track:3PF9KjRSRkV93WyIWaNBOL,0.807,0.904,-5.176,0.0773,0.216,0.0,0.347,0.813,112.026,269955
Maldito Alcohol (Pitbull vs. Afrojack),"Pitbull, Afrojack",spotify:track:7reHiS3FBFlnzNvHBEQHqg,0.919,0.421,-10.685,0.237,0.52,0.000106,0.0691,0.927,127.015,201213
Mi Velero - Radio Edit,"Luis Vazquez, Kato Jimenez, Mecer",spotify:track:5HvfMAPdexVasXHaRGHUuC,0.662,0.916,-4.391,0.0513,0.239,0.0,0.415,0.876,127.984,204541
Te De Campana,Atomic Otro Way,spotify:track:6OdD1XrpFD5BuxiAMFUWZC,0.811,0.927,-1.711,0.0835,0.0485,0.0,0.416,0.706,105.045,198625
Abusadora,Wisin & Yandel,spotify:track:6Zdjh0uRQPt22BPckJgvEj,0.775,0.786,-4.59,0.0503,0.0419,0.000413,0.0875,0.19,114.996,180387
La Chapa Que Vibran,La Materialista,spotify:track:6cFckWKvl4IrBmRZI995kG,0.665,0.924,-2.577,0.198,0.319,1.52e-05,0.0938,0.668,126.485,215301
Travesuras - Remix,"Nicky Jam, De La Ghetto, J Balvin, Zion, Arcangel",spotify:track:7LWNXhCVm6GWy2QGpogknU,0.796,0.791,-5.245,0.0958,0.126,0.0,0.0784,0.876,93.986,286435
Prrrum,Cosculluela,spotify:track:23YEpFgAVvr0w3cDm7EQ1Q,0.832,0.731,-4.815,0.228,0.0991,0.0,0.344,0.712,90.069,238476
El Taxi - Original Version,"Pitbull, Sensato, Osmani Garcia ""La Voz""",spotify:track:0uACB4xtUGiozU7aTU10QU,0.896,0.713,-6.347,0.226,0.102,0.0,0.0572,0.898,95.014,324173
Me Voy Enamorando - Remix,"Chino & Nacho, Farruko, Arbise González",spotify:track:0SUukeNYkHMk8bxwgGQKJa,0.708,0.87,-4.473,0.0557,0.0894,0.0,0.347,0.547,99.963,215800
Choca,Plan B,spotify:track:1hiKRqR0jox7OI7aweq7Sj,0.858,0.835,-4.852,0.122,0.225,5.76e-06,0.0613,0.466,88.0,220987
Hasta Que Se Seque el Malecón (feat. Farruko) - Remix,"Jacob Forever, Farruko",spotify:track:6sMPwcpYtxm1mlgYbp1B0t,0.785,0.838,-5.951,0.0381,0.362,6.43e-06,0.139,0.765,100.066,215453
Purpurina,Alberto gambino,spotify:track:5HFvuMLMgS75OaY3UKzqqs,0.892,0.643,-6.093,0.0687,0.135,0.0,0.282,0.97,132.087,193182
Superman Sin Capa,El Super Nuevo,spotify:track:7enqOzlUkUH0M1tHYwRTYO,0.88,0.906,-1.461,0.0809,0.0992,1.26e-05,0.136,0.543,115.019,230258
Esto Es Pa Ti,Santa Fe,spotify:track:412N9yevlE6X7itbIiJLbg,0.796,0.856,-3.994,0.0565,0.0679,0.0,0.103,0.636,104.938,203387
Dale (feat. Dasoul),"Kiko Rivera, Dasoul",spotify:track:31HuQFMSXbQnHtGeHRza20,0.675,0.94,-2.343,0.0831,0.093,0.0,0.443,0.849,97.989,205450
Carnaval,Maluma,spotify:track:1VG7hlZpY73n8h8NgidVTh,0.74,0.859,-4.742,0.033,0.0365,1.08e-05,0.0639,0.782,130.011,212040
Papi Chulo... Te Traigo El Mmmm - Radio Version,Lorna,spotify:track:6PRv5QDR843SgVpk4IqEit,0.851,0.797,-8.4,0.103,0.00461,6.16e-06,0.292,0.676,109.984,180467
Bora Bora - Radio Edit,Magan & Rodríguez,spotify:track:61OFSVCS2mOLSzGSuWeY49,0.845,0.901,-6.216,0.156,0.00203,0.798,0.525,0.927,126.965,226772
La Gozadera (feat. Marc Anthony),"Gente De Zona, Marc Anthony",spotify:track:0OMRAvrtLWE2TvcXorRiB9,0.616,0.989,-1.698,0.0483,0.166,0.0,0.172,0.902,95.036,203160
Como Tu No Hay Dos,Buxxi,spotify:track:5IypFJnPEwFAPDTRz14ijX,0.592,0.894,-5.392,0.0844,0.0329,0.0,0.315,0.809,125.985,226926
Coconut Tree,"Mohombi, Nicole Scherzinger",spotify:track:1j7GNdjuK5wfmvxCbVcWMY,0.687,0.855,-5.341,0.0416,0.0486,0.0,0.233,0.647,130.029,218373
Ginza,J Balvin,spotify:track:2C2TGgFzrTRIOdQS1vUN5h,0.73,0.809,-6.406,0.0876,0.208,0.0013,0.0804,0.825,101.965,171093
No Me Busques Más,David Cuello,spotify:track:6I5TIqtv3JPGwxYOO5fbZw,0.668,0.951,-3.486,0.0599,0.0923,0.0,0.0739,0.868,94.995,208490
Donde Estan Las Chicas,"Valdi, Juan Martinez, ISAAC LEON",spotify:track:1ysc3V6DNbF4WulY2SPdCh,0.805,0.835,-3.699,0.214,0.0469,0.0,0.146,0.832,130.055,197984
Dime Que Me Quieres - Cristian Deluxe Remix,"Jesus Sanchez, Kato Jimenez",spotify:track:1h9vFoDHHeUCTbmRZ2M8RN,0.725,0.742,-3.085,0.0963,0.0272,0.0,0.0454,0.952,126.015,272386
"Dalinda (by Dony, The kid, Alex Mica)",Alex Mica,spotify:track:5nLbFQQXsZI09ioxd9pzpf,0.462,0.849,-5.133,0.045,0.0611,2.42e-06,0.377,0.498,127.906,205148
Olé Olé Olé - Edit Version,"Valdi, Juan Martinez, Neon",spotify:track:2l9gZR2nPXAl9u1Vq6ZuZb,0.797,0.846,-6.072,0.0905,0.00339,0.0802,0.132,0.961,130.025,178004
In Your Head,Mohombi,spotify:track:4i8h3u4V4x7qaRspvrQQvD,0.579,0.573,-6.462,0.0321,0.00925,0.0,0.232,0.126,95.145,192715
Mucho Mambo - Radio Edit,"Alvaro Guerra, Quino Garcia, Biou & Mosway",spotify:track:1Ni0sQZm0XLlZYJZ8Ut9k4,0.634,0.852,-1.898,0.103,0.0839,0.0,0.347,0.699,149.925,210343
Hasta Cuando - Remake 2014,"Kike Rodriguez, Silvia Roman",spotify:track:42TWSsGpX5UqLJ2KVYA6ms,0.666,0.901,-4.183,0.0448,0.0434,0.0,0.377,0.425,120.043,203880
Date la Vueltav,DJ Martin V,spotify:track:2ddRBUmjcCaPodFp7SFNXE,0.673,0.675,-6.485,0.0318,0.0558,0.000608,0.0579,0.806,99.997,212400
Dime Que Me Quieres,"Jesus Sanchez, Kato Jimenez",spotify:track:4bPoRnjezQYejIx5WTnxHr,0.759,0.747,-3.3,0.0618,0.077,0.0,0.125,0.969,125.948,195253
No Voy a Llorar - Radio Edit,"Rodriguez, Ander & Rossi",spotify:track:3MRT34XaJ4TMra7zceTSRJ,0.863,0.976,-4.266,0.172,0.0233,0.0,0.2,0.814,127.999,209284
Hace Calor (Cuando Sale el Sol) - Radio Edit,"EME BE, Fran Leuna",spotify:track:3mYA2gw2fn820cIyDTHCq9,0.68,0.929,-3.473,0.16,0.0848,0.0,0.0935,0.779,127.984,218340
Te Voy a Esperar (feat. Belinda),"Juan Magán, Belinda",spotify:track:1Px4jqDnQFulhG7Dl3nK0C,0.72,0.731,-7.372,0.0927,0.285,0.0,0.11,0.614,128.988,215813
Como Ella Ninguna,"Tinto, Buxxi",spotify:track:5mGeJjac1zYueo2yFTtxU4,0.721,0.803,-6.311,0.0326,0.0749,0.0,0.395,0.904,126.051,222841
Lady - Radio Edit,"Crossfire, El Medico",spotify:track:0uErNiL2kgaiXZuBzcUeiI,0.796,0.765,-10.236,0.0958,0.11,0.0,0.323,0.96,129.005,223256
Ven Bailalo - Reggaeton Mix,Angel Y Khriz,spotify:track:5nZYc9ZDMhlXv6iWahZTU8,0.675,0.919,-6.075,0.0366,0.0606,0.00653,0.103,0.726,97.017,252773
Culo,Pitbull feat. Lil' Jon,spotify:track:69YGfk0rZUI3x9z1uaSeb4,0.876,0.661,-4.969,0.424,0.102,0.0,0.144,0.969,119.827,221080
Plakito (feat. El General Gadiel & Farruko) - Remix,"Yandel, El General Gadiel, Farruko",spotify:track:1WmiclR92NBBRbgqS4hXsQ,0.81,0.937,-2.25,0.11,0.137,0.0,0.273,0.679,91.03,206067
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",spotify:track:59PYgzOiOjGDzjDT5N5oOX,0.825,0.69,-4.252,0.226,0.589,0.0,0.413,0.516,94.194,327467
Bobo,J Balvin,spotify:track:7AtlMCIauSQZqiXSlbBPW6,0.729,0.888,-2.864,0.122,0.117,1.55e-05,0.125,0.8,177.908,209427
Una en un Millón,Alexis y Fido,spotify:track:4SrcC7RYF496LSwl0XKdi1,0.86,0.709,-4.717,0.0581,0.355,0.0,0.0969,0.531,94.996,208440
Todas Las Promesas,Dasoul,spotify:track:0rIU4p8z6OVvruWsHrpbwU,0.793,0.762,-5.193,0.0431,0.0253,2.87e-06,0.217,0.338,127.962,239827
Cheerleader (feat. Nicky Jam) - Felix Jaehn Remix,"OMI, Nicky Jam, Felix Jaehn",spotify:track:1mnPNAxWN8MvWYsjHWpnnc,0.731,0.681,-5.866,0.0405,0.0958,0.0,0.0682,0.688,118.028,180968
Baila Conmigo,"Juan Magán, Luciana",spotify:track:7dpNTLMcvvlYc1EpSQ3Ebl,0.885,0.703,-6.468,0.0878,0.0824,2.39e-05,0.0639,0.824,100.002,194800
Vuela Corazón,Dasoul,spotify:track:6q8VDoKHZhOBLTqH1eymcc,0.661,0.683,-5.424,0.0763,0.0313,0.0,0.169,0.29,186.008,218040
Mal De Amores,Juan Magán,spotify:track:2SDFbkrxwLfKg5u7fGCXmh,0.631,0.827,-6.677,0.119,0.0708,0.0,0.249,0.497,128.19,169720
Como El Viento,"Juan Magán, Farruko",spotify:track:2rcYa3ShNGRG5MjgsHOQKt,0.615,0.688,-5.744,0.137,0.0952,0.0,0.272,0.73,130.05,201360
Baila Conmigo,"Juan Magán, Luciana",spotify:track:772io14jrMTxGJbijtDccQ,0.875,0.709,-6.692,0.0923,0.0866,1.71e-05,0.0604,0.793,99.948,196360
Como Un Niño,Juan Magán,spotify:track:3mEWKu2dWwalhBewydMxFo,0.719,0.758,-2.643,0.0541,0.054,4.4e-06,0.218,0.82,123.063,207933
Si No Te Quisiera,"Juan Magán, Belinda, Lapiz Conciente",spotify:track:0wLqXnCLseMice1Hwq6yLz,0.707,0.869,-2.727,0.0706,0.181,0.0,0.0669,0.774,128.0,185480
2Fly (Radio Edit),Juan Magán,spotify:track:6QG4NnV6MCSG7a5yqqGrFf,0.742,0.958,-5.098,0.0472,0.0277,0.0,0.138,0.82,130.012,230760
Vuelve,"Juan Magán, Paulina Rubio, DCS",spotify:track:1mNJT19BzMjOoUrxSUp0xi,0.655,0.69,-6.513,0.0383,0.641,0.0,0.0909,0.938,174.089,213240
La isla del amor - Remix,"Demarco Flamenco, Juan Magán, Maki",spotify:track:3HGpam99mqC5g3z5fpeqIz,0.616,0.828,-4.195,0.155,0.0583,0.0,0.083,0.478,94.872,220579
No Sigue Modas Aka Ella No Sigue Modas,"Don Omar, Juan Magán",spotify:track:5fwFQ9hooBZoxdboAHo99Y,0.704,0.868,-4.558,0.0854,0.0101,0.000156,0.0258,0.842,127.994,232000
Muñequita Linda,"Juan Magán, Deorro, MAKJ, YFN Lucci",spotify:track:3EFzexdYFIzbM2dusddMVk,0.761,0.851,-4.372,0.0465,0.00402,0.000993,0.0946,0.415,130.054,210524
El Farsante - Remix,"Ozuna, Romeo Santos",spotify:track:7uYgVgRSgqluZclLS7wpp4,0.737,0.742,-2.875,0.0441,0.218,0.0,0.316,0.386,119.966,258000
El Amante (feat. Ozuna & Bad Bunny) - Remix,"Nicky Jam, Ozuna, Bad Bunny",spotify:track:04f13iELcsYpY2yeLiAcfq,0.803,0.767,-5.377,0.0535,0.311,0.0,0.073,0.598,89.968,225520
Travesuras - Remix,"Nicky Jam, De La Ghetto, J Balvin, Zion, Arcangel",spotify:track:10FGfSjxqptnIGZqAKx9cn,0.792,0.8,-5.145,0.0953,0.107,0.0,0.0837,0.879,94.014,286372
Playa y Arena (Remix),"Mark B., Gabriel Pagan, Ozuna",spotify:track:4Q6Z7fn2xVhPZ1xn0XfEOY,0.815,0.693,-6.298,0.0782,0.0654,0.000445,0.0714,0.803,126.01,237042
Bonita - Remix,"J Balvin, Jowell & Randy, Nicky Jam, Wisin, Yandel, Ozuna",spotify:track:4jKX16TcfQIrqY1ZzDIZb2,0.796,0.91,-0.39,0.0412,0.0107,4.43e-05,0.132,0.554,95.998,322907
Reggaetón Lento (Remix),"CNCO, Little Mix",spotify:track:58gqyeFXhOttZW3yetJGPN,0.534,0.911,-3.086,0.0852,0.15,0.0,0.0986,0.624,93.767,188800
Ahora Me Llama - Remix,"KAROL G, Bad Bunny, Quavo",spotify:track:0mQD5ilmghCieAw6E6YFrd,0.671,0.631,-7.059,0.0421,0.0445,1.94e-05,0.101,0.205,134.986,251907
Ginza - Remix,"J Balvin, Yandel, Farruko, Nicky Jam, De La Ghetto, Daddy Yankee, Zion, Arcangel, Sky Rompiendo, Alejandro ""Mosty"" Patiño",spotify:track:1tJw60G9KHl7fYVdQ2JDgo,0.71,0.88,-3.16,0.211,0.129,0.0,0.0935,0.826,102.166,373960
"Tumba La Casa (Remix) [feat. Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion & Ñengo Flow]","Alexio, Daddy Yankee, Nicky Jam, Farruko, Arcangel, De La Ghetto, Zion, Ñengo Flow",spotify:track:6n5hSi8Mdyee0XvsmIffeV,0.774,0.654,-6.932,0.234,0.192,0.0,0.303,0.846,166.001,477675
Encantadora (feat. Farruko & Zion & Lennox) - Remix,"Yandel, Farruko, Zion & Lennox, Egbert Rosa aka Haze",spotify:track:0EpFfFZpCuqYFzHvxOtrZS,0.644,0.895,-3.669,0.0469,0.172,0.0,0.285,0.887,169.98,252493
Mala Mujer (feat. Farruko & French Montana) - Remix,"C. Tangana, Farruko, French Montana",spotify:track:1UnEj1Xn1um7EtICzThjUU,0.808,0.746,-4.663,0.131,0.329,1.8e-06,0.0747,0.596,100.987,224316
Hasta el Amanecer (feat. Daddy Yankee) - The Remix,"Nicky Jam, Daddy Yankee",spotify:track:4bisT9khxJYFKaoG8pxq5h,0.823,0.721,-5.164,0.0408,0.258,0.0,0.0593,0.669,93.976,188467
Pégate Más (Juan Magan Remix) (feat. Juan Magán),"Dyland & Lenny, Juan Magán",spotify:track:7CvluQ2xS5CqgM4Lz6qnxK,0.679,0.86,-6.922,0.0898,0.0132,5.28e-06,0.211,0.812,132.038,193360
Fanática Sensual - Remix,"Plan B, Nicky Jam",spotify:track:2B8yclwRqMJy4QGdm0YcaE,0.788,0.815,-4.54,0.0539,0.162,0.0,0.244,0.871,82.014,263800
No Quiere Enamorarse - Remix,"Ozuna, Daddy Yankee",spotify:track:0XC9N5n8osww4bfsPuNMpS,0.766,0.82,-3.135,0.0688,0.148,0.0,0.659,0.819,164.049,239206
Sorry - Latino Remix,"Justin Bieber, J Balvin",spotify:track:3grxgV6Ot8KqtysApjYLs1,0.642,0.753,-3.704,0.0454,0.146,0.0,0.299,0.495,100.075,219987
Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",spotify:track:4ocmZDCb43B5WRYMKZSxhM,0.791,0.866,-4.236,0.0497,0.248,5.29e-06,0.0696,0.71,96.011,217080
Lady,DJ Mendez,spotify:track:25eDZvKf0pS5UCTX6XL86h,0.793,0.911,-5.914,0.0764,0.0809,0.0,0.331,0.932,129.007,212400
Secretos (feat. Nicky Jam) - Remix,"Reykon, Nicky Jam",spotify:track:7FuNbtD8PCCxTN0LdQykSG,0.68,0.797,-3.874,0.0727,0.153,0.0,0.322,0.865,174.059,196048
SUBEME LA RADIO REMIX,"Enrique Iglesias, Sean Paul",spotify:track:5XeSiH1cHcz1Lqzxj4qk5P,0.681,0.815,-3.851,0.0904,0.0338,0.0,0.0679,0.637,91.006,207694
"Vacaciones (feat. Don Omar, Zion & Lennox & Tito El Bambino) - Remix","Wisin, Don Omar, Zion & Lennox, Tito ""El Bambino""",spotify:track:4EUWRoZnVaq9hHt0gie8HM,0.709,0.924,-4.119,0.0667,0.0812,7.88e-05,0.346,0.579,96.037,258693
Danza Kuduro 2019 - Luigi Ramirez Mix,"Lucenzo, Don Omar, Big Ali, Luigi Ramirez",spotify:track:7vVcQ3qUJkHZ5pZrxZaOVa,0.588,0.738,-7.519,0.222,0.0104,0.0,0.128,0.336,129.932,200769
Ai Se Eu Te Pego! - Ao Vivo,Michel Teló,spotify:track:5T8VfkkUyyKI7xXgIE3t8f,0.645,0.853,-5.394,0.0674,0.0251,0.0,0.161,0.827,96.09,166439
El Tiki,Maluma,spotify:track:1sDklKPeWnZhuZr5xKvHsQ,0.828,0.811,-3.43,0.0608,0.00827,0.000623,0.137,0.712,91.994,179455
Sin Pijama,"Becky G, Natti Natasha",spotify:track:2ijef6ni2amuunRoKTlgww,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560
Corazón (feat. Nego do Borel),"Maluma, Nego do Borel",spotify:track:5cepAtqnEQ6yVG6088zMMu,0.722,0.738,-6.073,0.247,0.328,1.47e-05,0.198,0.748,198.075,184720
Fiebre (feat. Wisin & Yandel),"Ricky Martin, Wisin, Yandel",spotify:track:0oFqlgK2LJ9eMlpGBCmRvf,0.748,0.849,-3.24,0.14,0.0728,0.0,0.351,0.621,93.994,230013
Criminal,"Natti Natasha, Ozuna",spotify:track:6Za3190Sbw39BBC77WSS1C,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550
Déjate Llevar,"Juan Magán, Belinda, Manuel Turizo, Snova, B-Case",spotify:track:3xWEI23MLJrD0dpDcDUTW6,0.675,0.724,-5.503,0.0787,0.0166,0.0,0.697,0.506,92.051,233072
Mayores,"Becky G, Bad Bunny",spotify:track:7JNh1cfm0eXjqFVOzKLyau,0.743,0.855,-3.976,0.0436,0.141,0.0045,0.099,0.871,96.989,202453
Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",spotify:track:3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920
Hey DJ,"CNCO, Yandel",spotify:track:1XgpK29CGGjZnxPYkiRbh4,0.798,0.809,-6.152,0.0839,0.0317,0.0,0.214,0.471,90.006,206920
Calor De Verano - Radio Edit,"Kike Puentes, Javi Rodriguez, Pilson",spotify:track:6VVAYwvlCkZGwrMyy3Ki60,0.728,0.796,-4.231,0.15,0.184,0.0,0.241,0.88,128.015,222000
Soy Un Don,"Juan Magán, Mozart La Para, DCS",spotify:track:0f7hD4LbGB8GZ67LrgZJZQ,0.81,0.751,-6.552,0.187,0.174,0.0,0.0708,0.897,135.017,208227
Me Mata,"Bad Bunny, Mambo Kingz, DJ Luian, Arcangel, Almighty, Bryant Myers, Noriel, Baby Rasta, Brytiago",spotify:track:2wgDAPgBhFA7pnIbm0YOhP,0.841,0.53,-11.467,0.205,0.551,0.0,0.119,0.686,114.028,412632
Como Yo Le Doy - Spanglish Version,"Pitbull, Don Miguelo",spotify:track:7I06U69uwmzYA74i7P7cDF,0.794,0.738,-8.454,0.0816,0.216,2.15e-05,0.177,0.842,97.965,263265
Gyal You A Party Animal - Remix,"Charly Black, Daddy Yankee",spotify:track:0Rj2yNpEvXOl8yn9UOuIRs,0.729,0.894,-4.054,0.0798,0.0612,0.0,0.36,0.757,101.053,224320
El Tiki,Maluma,spotify:track:5WdSPcKgxWirPXVM7f6xXZ,0.819,0.829,-3.416,0.0603,0.00809,0.000424,0.144,0.717,91.993,179587
El Amante,Nicky Jam,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.683,0.691,-5.535,0.0432,0.243,0.0,0.14,0.732,179.91,219507
Carnaval,Maluma,spotify:track:1nO4EGuBjR75IGbFYzqPxO,0.74,0.859,-4.742,0.033,0.0365,1.08e-05,0.0639,0.782,130.011,212040
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967,0.816,178.085,228827
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello),"Pitbull, J Balvin, Camila Cabello",spotify:track:6DRGwsUFQrNerxRexK7KMB,0.694,0.957,-3.115,0.171,0.0243,3.4e-06,0.108,0.505,106.002,194880
Felices los 4,Maluma,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.755,0.789,-4.502,0.146,0.231,0.0,0.351,0.737,93.973,229849
Una Lady Como Tú,Manuel Turizo,spotify:track:7MHN1aCFtLXjownGhvEQlF,0.788,0.477,-7.348,0.0434,0.549,0.0,0.349,0.86,94.983,213027
Shape of You (feat. Zion & Lennox) - Latin Remix,"Ed Sheeran, Lennox, Zion",spotify:track:5nCtCCB5i1OfbADvynNw0i,0.787,0.872,-1.397,0.0871,0.168,1.51e-06,0.0408,0.46,95.995,237664
Tu Foto,Ozuna,spotify:track:0Szp49tpFasIjX04Mcsydp,0.735,0.482,-9.21,0.0508,0.205,0.000194,0.0894,0.795,175.907,193118
Escápate Conmigo,"Wisin, Ozuna",spotify:track:2cnKEkpVUSV4wnjQiTWfH6,0.747,0.864,-3.181,0.0599,0.0245,4.46e-05,0.0853,0.754,92.028,232787
Ahora Dice,"Chris Jedi, J Balvin, Ozuna, Arcangel",spotify:track:5LVoGJTyG6fLJgoGkY2QAZ,0.704,0.69,-5.451,0.16,0.249,0.0,0.123,0.402,144.045,271080
Acércate (feat. Nicky Jam) - Remix,"De La Ghetto, Nicky Jam",spotify:track:35OC6rMxa8lJi8eDiUVShS,0.745,0.875,-4.231,0.0444,0.0659,1.5e-06,0.366,0.728,88.007,237291
Acércate,"J Balvin, Yandel",spotify:track:7jYk5qjwAZCE2znOYeT9fn,0.744,0.763,-4.801,0.102,0.0439,0.0,0.0441,0.959,172.058,193013
Se Preparó,Ozuna,spotify:track:1m69ELEgE6k5ZWsap40ozt,0.739,0.821,-4.233,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080
